split,record,ground_png,sensor_png,mask_png,target_png
val,UnscaledAccRecord893554_102_204_RSN174,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN174.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN174.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN174.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN174.png
val,UnscaledAccRecord893554_102_204_RSN175,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN175.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN175.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN175.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN175.png
val,UnscaledAccRecord893554_102_204_RSN178,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN178.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN178.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN178.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN178.png
val,UnscaledAccRecord893554_102_204_RSN186,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN186.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN186.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN186.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN186.png
val,UnscaledAccRecord893554_102_204_RSN194,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN194.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN194.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN194.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN194.png
val,UnscaledAccRecord893554_102_204_RSN202,dataset_rgb\val\ground\UnscaledAccRecord893554_102_204_RSN202.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_102_204_RSN202.png,dataset_rgb\val\mask\UnscaledAccRecord893554_102_204_RSN202.png,dataset_rgb\val\target\UnscaledAccRecord893554_102_204_RSN202.png
val,UnscaledAccRecord893554_1201_1305_RSN1202,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1202.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1202.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1202.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1202.png
val,UnscaledAccRecord893554_1201_1305_RSN1208,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1208.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1208.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1208.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1208.png
val,UnscaledAccRecord893554_1201_1305_RSN1219,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1219.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1219.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1219.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1219.png
val,UnscaledAccRecord893554_1201_1305_RSN1224,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1224.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1224.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1224.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1224.png
val,UnscaledAccRecord893554_1201_1305_RSN1225,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1225.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1225.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1225.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1225.png
val,UnscaledAccRecord893554_1201_1305_RSN1242,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1242.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1242.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1242.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1242.png
val,UnscaledAccRecord893554_1201_1305_RSN1244,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1244.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1244.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1244.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1244.png
val,UnscaledAccRecord893554_1201_1305_RSN1246,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1246.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1246.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1246.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1246.png
val,UnscaledAccRecord893554_1201_1305_RSN1247,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1247.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1247.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1247.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1247.png
val,UnscaledAccRecord893554_1201_1305_RSN1248,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1248.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1248.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1248.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1248.png
val,UnscaledAccRecord893554_1201_1305_RSN1277,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1277.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1277.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1277.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1277.png
val,UnscaledAccRecord893554_1201_1305_RSN1279,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1279.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1279.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1279.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1279.png
val,UnscaledAccRecord893554_1201_1305_RSN1285,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1285.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1285.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1285.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1285.png
val,UnscaledAccRecord893554_1201_1305_RSN1300,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1300.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1300.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1300.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1300.png
val,UnscaledAccRecord893554_1201_1305_RSN1301,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1301.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1301.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1301.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1301.png
val,UnscaledAccRecord893554_1201_1305_RSN1304,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1304.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1304.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1304.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1304.png
val,UnscaledAccRecord893554_1201_1305_RSN1305,dataset_rgb\val\ground\UnscaledAccRecord893554_1201_1305_RSN1305.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1201_1305_RSN1305.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1201_1305_RSN1305.png,dataset_rgb\val\target\UnscaledAccRecord893554_1201_1305_RSN1305.png
val,UnscaledAccRecord893554_1501_1607_RSN1504,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1504.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1504.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1504.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1504.png
val,UnscaledAccRecord893554_1501_1607_RSN1506,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1506.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1506.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1506.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1506.png
val,UnscaledAccRecord893554_1501_1607_RSN1507,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1507.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1507.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1507.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1507.png
val,UnscaledAccRecord893554_1501_1607_RSN1510,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1510.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1510.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1510.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1510.png
val,UnscaledAccRecord893554_1501_1607_RSN1525,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1525.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1525.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1525.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1525.png
val,UnscaledAccRecord893554_1501_1607_RSN1530,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1530.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1530.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1530.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1530.png
val,UnscaledAccRecord893554_1501_1607_RSN1535,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1535.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1535.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1535.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1535.png
val,UnscaledAccRecord893554_1501_1607_RSN1538,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1538.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1538.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1538.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1538.png
val,UnscaledAccRecord893554_1501_1607_RSN1539,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1539.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1539.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1539.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1539.png
val,UnscaledAccRecord893554_1501_1607_RSN1552,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1552.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1552.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1552.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1552.png
val,UnscaledAccRecord893554_1501_1607_RSN1566,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1566.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1566.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1566.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1566.png
val,UnscaledAccRecord893554_1501_1607_RSN1570,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1570.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1570.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1570.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1570.png
val,UnscaledAccRecord893554_1501_1607_RSN1573,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1573.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1573.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1573.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1573.png
val,UnscaledAccRecord893554_1501_1607_RSN1581,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1581.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1581.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1581.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1581.png
val,UnscaledAccRecord893554_1501_1607_RSN1594,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1594.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1594.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1594.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1594.png
val,UnscaledAccRecord893554_1501_1607_RSN1599,dataset_rgb\val\ground\UnscaledAccRecord893554_1501_1607_RSN1599.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1501_1607_RSN1599.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1501_1607_RSN1599.png,dataset_rgb\val\target\UnscaledAccRecord893554_1501_1607_RSN1599.png
val,UnscaledAccRecord893554_1901_2007_RSN1903,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1903.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1903.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1903.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1903.png
val,UnscaledAccRecord893554_1901_2007_RSN1904,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1904.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1904.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1904.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1904.png
val,UnscaledAccRecord893554_1901_2007_RSN1908,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1908.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1908.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1908.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1908.png
val,UnscaledAccRecord893554_1901_2007_RSN1918,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1918.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1918.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1918.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1918.png
val,UnscaledAccRecord893554_1901_2007_RSN1920,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1920.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1920.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1920.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1920.png
val,UnscaledAccRecord893554_1901_2007_RSN1922,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1922.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1922.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1922.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1922.png
val,UnscaledAccRecord893554_1901_2007_RSN1928,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1928.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1928.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1928.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1928.png
val,UnscaledAccRecord893554_1901_2007_RSN1942,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1942.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1942.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1942.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1942.png
val,UnscaledAccRecord893554_1901_2007_RSN1956,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1956.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1956.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1956.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1956.png
val,UnscaledAccRecord893554_1901_2007_RSN1974,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1974.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1974.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1974.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1974.png
val,UnscaledAccRecord893554_1901_2007_RSN1980,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1980.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1980.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1980.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1980.png
val,UnscaledAccRecord893554_1901_2007_RSN1981,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1981.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1981.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1981.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1981.png
val,UnscaledAccRecord893554_1901_2007_RSN1984,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1984.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1984.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1984.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1984.png
val,UnscaledAccRecord893554_1901_2007_RSN1991,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1991.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1991.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1991.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1991.png
val,UnscaledAccRecord893554_1901_2007_RSN1996,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1996.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1996.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1996.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1996.png
val,UnscaledAccRecord893554_1901_2007_RSN1998,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN1998.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN1998.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN1998.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN1998.png
val,UnscaledAccRecord893554_1901_2007_RSN2006,dataset_rgb\val\ground\UnscaledAccRecord893554_1901_2007_RSN2006.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1901_2007_RSN2006.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1901_2007_RSN2006.png,dataset_rgb\val\target\UnscaledAccRecord893554_1901_2007_RSN2006.png
val,UnscaledAccRecord893554_1_101_RSN1,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN1.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN1.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN1.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN1.png
val,UnscaledAccRecord893554_1_101_RSN101,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN101.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN101.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN101.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN101.png
val,UnscaledAccRecord893554_1_101_RSN12,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN12.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN12.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN12.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN12.png
val,UnscaledAccRecord893554_1_101_RSN13,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN13.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN13.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN13.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN13.png
val,UnscaledAccRecord893554_1_101_RSN15,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN15.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN15.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN15.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN15.png
val,UnscaledAccRecord893554_1_101_RSN23,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN23.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN23.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN23.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN23.png
val,UnscaledAccRecord893554_1_101_RSN31,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN31.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN31.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN31.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN31.png
val,UnscaledAccRecord893554_1_101_RSN33,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN33.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN33.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN33.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN33.png
val,UnscaledAccRecord893554_1_101_RSN34,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN34.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN34.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN34.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN34.png
val,UnscaledAccRecord893554_1_101_RSN48,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN48.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN48.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN48.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN48.png
val,UnscaledAccRecord893554_1_101_RSN5,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN5.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN5.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN5.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN5.png
val,UnscaledAccRecord893554_1_101_RSN54,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN54.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN54.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN54.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN54.png
val,UnscaledAccRecord893554_1_101_RSN6,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN6.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN6.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN6.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN6.png
val,UnscaledAccRecord893554_1_101_RSN60,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN60.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN60.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN60.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN60.png
val,UnscaledAccRecord893554_1_101_RSN64,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN64.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN64.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN64.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN64.png
val,UnscaledAccRecord893554_1_101_RSN66,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN66.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN66.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN66.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN66.png
val,UnscaledAccRecord893554_1_101_RSN69,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN69.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN69.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN69.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN69.png
val,UnscaledAccRecord893554_1_101_RSN70,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN70.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN70.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN70.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN70.png
val,UnscaledAccRecord893554_1_101_RSN74,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN74.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN74.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN74.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN74.png
val,UnscaledAccRecord893554_1_101_RSN75,dataset_rgb\val\ground\UnscaledAccRecord893554_1_101_RSN75.png,dataset_rgb\val\sensor\UnscaledAccRecord893554_1_101_RSN75.png,dataset_rgb\val\mask\UnscaledAccRecord893554_1_101_RSN75.png,dataset_rgb\val\target\UnscaledAccRecord893554_1_101_RSN75.png
